Time,radar,fall avg accel,fall burn time,fall dist,burn mass,fall time,ship mass,,,,,,,,,,,,,,,,,,,
80.04000007,1000.014027,27.51903133,5.989882575,355.1522411,830.5868013,14.30436662,4.484053135,,,,,,,,,,,,,,,,,,,
Time,radar,availthrust,thrust,thrust at alt,isp,atsip,mass,atmequiv,press,acc,acc,acc,fall dist,fall time,gravity,ship vertical speed,,acceleration,acceleration thrust,acceleration thrust at,,velocity,a,a after,calc thrust,
83.34000008,949.9158062,100.0980072,100.0980072,100.1150589,175.7378235,175.7575531,4.483045101,0.985335802,0.857308946,V(7.09863997061202,0.010310874, -6.64132123721437),338.4077919,17.50178605,9.776305588,-31.31181835,21.32534573,22.32812852,22.32812852,22.33193212,,-30.53361978,-9.726884321,,,
83.48000008,945.4504049,100.0562363,100.0562363,100.0732803,175.6649475,175.6842041,4.483045101,0.985399593,0.857893094,V(7.09923402122054,0.01002255, -6.64188401610723),337.7544574,17.64063141,9.776451743,-32.67338936,22.69845924,22.31881099,22.31881099,22.32261288,,-31.89572366,-9.729313457,,,
83.62000008,940.7944489,100.0126953,100.0126953,100.0297546,175.588974,175.6077881,4.483045101,0.985466107,0.858502467,V(7.09877667465176,0.009732034, -6.6411773361205),337.1062019,17.77945525,9.776604101,-34.03493552,24.07205622,22.30909863,22.30909863,22.31290393,,-33.25682863,-9.722178326,,,
83.76000008,935.9479128,99.96740723,99.96740723,99.98444366,175.5098877,175.528244,4.483045101,0.985535342,0.859137214,V(7.0975362605926,0.009443337, -6.64137643752436),336.4635536,17.91824562,9.776762664,-35.39637329,25.4460559,22.29899655,22.29899655,22.30279674,,-34.61811482,-9.723472811,,,
83.90000008,930.9106599,99.92034912,99.92034912,99.9373703,175.4277039,175.4456024,4.483045101,0.985607303,0.859797337,V(7.09750771493446,0.009153654, -6.64166017751027),335.8262676,18.05704568,9.776927435,-36.75805743,26.82081237,22.28849964,22.28849964,22.29229643,,-35.98037762,-9.730448506,,,
84.04000008,925.6827273,99.87152863,99.87152863,99.88854218,175.3424377,175.3598938,4.483045101,0.985681986,0.860482834,V(7.0964741485899,0.0088627, -6.64158575342592),335.1938772,18.19579531,9.777098414,-38.11949649,28.19584069,22.27760961,22.27760961,22.2814047,,-37.34237589,-9.728559092,,,
84.18000008,920.2644113,99.82095337,99.82095337,99.83795166,175.2540894,175.2710724,4.483045101,0.985759393,0.861193857,V(7.09624064181695,0.008571681, -6.64196124101468),334.5669884,18.33454334,9.777275596,-39.48108844,29.57153552,22.26632816,22.26632816,22.27011984,,-38.70225726,-9.713438375,,,
84.32000008,914.65528,99.76860809,99.76860809,99.78560638,175.1626587,175.179184,4.483045101,0.985839522,0.86193033,V(7.09482143803746,0.008281751, -6.64368928454088),333.9455208,18.47328974,9.777458987,-40.84282651,30.94789444,22.25465188,22.25465188,22.25844357,,-40.06522329,-9.735471572,,,
84.46000008,908.8555824,99.71450806,99.71450806,99.73151398,175.0681458,175.0842133,4.483045101,0.985922376,0.862692403,V(7.09442186101965,0.007995957, -6.64468495574597),333.3291215,18.61199997,9.777648587,-42.20445015,32.32466066,22.24258418,22.24258418,22.24637757,,-41.42641154,-9.722773221,,,
84.60000008,902.8652168,99.65868378,99.65868378,99.67566681,174.9705505,174.9861755,4.483045101,0.986007951,0.863480077,V(7.09460160737515,0.007707883, -6.64564997902465),332.7178988,18.7507512,9.777844391,-43.56655048,33.70242153,22.23013187,22.23013187,22.23392015,,-42.7883254,-9.727956167,,,
84.74000008,896.6843176,99.60108948,99.60108948,99.61806488,174.8699036,174.8850555,4.483045101,0.986096252,0.864293428,V(7.09544235421999,0.007417007, -6.64519296531665),332.1121299,18.88942241,9.778046411,-44.92822184,35.08028344,22.21728473,22.21728473,22.22107131,,-44.14928024,-9.721105969,,,
84.88000008,890.312453,99.54177094,99.54177094,99.55873871,174.7661591,174.780899,4.483045101,0.986187277,0.865132529,V(7.09547490250816,0.007127407, -6.64662564205867),331.5109643,19.02816837,9.77825464,-46.29060798,36.4593814,22.20405298,22.20405298,22.20783786,,-45.5133187,-9.743131843,,,
85.02000008,883.7499638,99.48069763,99.48069763,99.49766541,174.6594086,174.6736755,4.483045101,0.986281026,0.865997458,V(7.09619482437076,0.006838454, -6.6492136554705),330.9160449,19.16696867,9.778469085,-47.65356269,37.83957116,22.19042981,22.19042981,22.19421468,,-46.87492257,-9.72574193,,,
85.16000008,876.9966805,99.41789246,99.41789246,99.43482971,174.5495605,174.5633698,4.483045101,0.986377501,0.866888288,V(7.09788269460836,0.006549186, -6.65054645513522),330.3254919,19.30572179,9.778689746,-49.0163355,39.22011511,22.17642032,22.17642032,22.18019838,,-48.23773755,-9.734392699,,,
85.30000008,870.05267,99.35334778,99.35334778,99.3702774,174.436676,174.4500427,4.483045101,0.986476701,0.86780502,V(7.09598569746473,0.006258031, -6.64981188220345),329.7391807,19.44432019,9.778916622,-50.37815905,40.60025897,22.16202281,22.16202281,22.16579917,,-49.60007491,-9.73098116,,,
85.44000008,862.9178937,99.28707123,99.28707123,99.30399323,174.320755,174.3336792,4.483045101,0.986578627,0.868747729,V(7.09697744100272,0.005969787, -6.64845774394301),329.1588887,19.58306829,9.779149715,-51.74123172,41.982175,22.14723898,22.14723898,22.15101365,,-50.96268836,-9.732953147,,,
85.58000008,855.5923871,99.21905518,99.21905518,99.23597717,174.2017975,174.2142792,4.483045101,0.986683277,0.869716566,V(7.09547927917635,0.005680506, -6.64761771790898),328.583043,19.72164459,9.779389023,-53.1032477,43.36359173,22.13206714,22.13206714,22.13584181,,-52.32504704,-9.731133468,,,
85.72000008,848.0763065,99.14933014,99.14933014,99.16623688,174.079834,174.0918427,4.483045101,0.98679065,0.870711531,V(7.09488206087296,0.005391422, -6.65081210863318),328.0123427,19.86027763,9.779634547,-54.46583937,44.74612131,22.11651409,22.11651409,22.12028535,,-53.68628961,-9.723161163,,,
85.86000008,840.3693664,99.07788849,99.07788849,99.09476471,173.954834,173.9663696,4.483045101,0.986900749,0.871732699,V(7.0910474284494,0.005102419, -6.6527748020679),327.4464323,19.99887085,9.779886291,-55.82833344,46.12910475,22.10057812,22.10057812,22.10434258,,-55.0495724,-9.737734205,,,
86.00000008,832.4714268,99.0047226,99.0047226,99.02159882,173.8268127,173.8379211,4.483045101,0.987013576,0.872780145,V(7.09049286941629,0.004813043, -6.65488206160276),326.8853349,20.13740628,9.780144257,-57.19061309,47.5124314,22.08425754,22.08425754,22.088022,,-56.4138541,-9.744869271,,,
86.14000008,824.3830412,98.92984009,98.92984009,98.94670868,173.6958008,173.7064514,4.483045101,0.987129124,0.873853946,V(7.08993269353044,0.004525686, -6.65323003292146),326.3280257,20.27594715,9.780408435,-58.5530987,48.8965159,22.06755405,22.06755405,22.07131681,,-57.77418299,-9.716634979,,,
86.28000008,816.1039729,98.85326385,98.85326385,98.87011719,173.5617828,173.571991,4.483045101,0.987247397,0.874954099,V(7.08998481210606,0.004236249, -6.65273051774186),325.7765514,20.41439648,9.780678833,-59.9151412,50.2807245,22.05047275,22.05047275,22.0542321,,-59.13620153,-9.728703809,,,
86.42000008,807.6341226,98.77498627,98.77498627,98.79182434,173.4247894,173.4345398,4.483045101,0.987368396,0.876080833,V(7.08906230607221,0.003948476, -6.65322410670188),325.228943,20.5528727,9.780955456,-61.27755914,51.66586704,22.03301195,22.03301195,22.03676789,,-60.49893111,-9.733782748,,,
86.56000008,798.9734095,98.69500732,98.69500732,98.71183777,173.2848053,173.2941132,4.483045101,0.987492118,0.877234221,V(7.08768896900091,0.003657941, -6.65425260787066),324.6865563,20.69128768,9.781238296,-62.63974953,53.05135482,22.01517163,22.01517163,22.01892587,,-61.86223627,-9.737893932,,,
86.70000008,790.122176,98.61334229,98.61334229,98.63014984,173.141861,173.1507111,4.483045101,0.987618564,0.878414189,V(7.0854801898957,0.003368564, -6.65475329715203),324.1474415,20.82960792,9.781527355,-64.0014964,54.43697824,21.99695521,21.99695521,22.00070435,,-63.22309608,-9.720427238,,,
86.84000008,781.0802541,98.52999878,98.52999878,98.54679108,172.9959717,173.004364,4.483045101,0.987747735,0.879620962,V(7.08680803590056,0.00307999, -6.65219917217086),323.6135895,20.96797835,9.781822638,-65.36377174,55.82369762,21.97836438,21.97836438,21.98211012,,-64.58515636,-9.729001987,,,
86.98000008,771.8475752,98.44496155,98.44496155,98.46173859,172.8471069,172.8550568,4.483045101,0.987879629,0.880854541,V(7.08723146528184,0.00279057, -6.65119557411986),323.0842594,21.10629368,9.782124141,-66.72586997,57.21082448,21.95939575,21.95939575,21.96313808,,-65.94770677,-9.732502911,,,
87.12000008,762.4239978,98.35825348,98.35825348,98.37502289,172.6953125,172.7028198,4.483045101,0.988014248,0.882115001,V(7.08917447652141,0.002500608, -6.65286863491662),322.5602695,21.24469542,9.782431872,-68.08875857,58.59931375,21.94005442,21.94005442,21.94379505,,-67.3112667,-9.739713817,,,
87.26000008,752.8098631,98.2698822,98.2698822,98.28662872,172.5405884,172.5476379,4.483045101,0.988151593,0.883402567,V(7.08677591591371,0.002209269, -6.65293232796419),322.0389682,21.38291401,9.782745827,-69.45061935,59.987384,21.92034209,21.92034209,21.92407761,,-68.672391,-9.722316391,,,
87.40000008,743.005153,98.17984772,98.17984772,98.19657135,172.3829346,172.3895416,4.483045101,0.988291662,0.88471724,V(7.08800113180955,0.00192468, -6.65307126687688),321.5239049,21.52114282,9.78306601,-70.81276048,61.37632408,21.90025875,21.90025875,21.90398917,,-70.03364369,-9.723233459,,,
87.54000008,733.0097424,98.08815002,98.08815002,98.10487366,172.2223816,172.2285614,4.483045101,0.988434456,0.886059094,V(7.08779718840277,0.001637713, -6.65081367579966),321.0122327,21.65940028,9.783392418,-72.17528374,62.76623914,21.87980442,21.87980442,21.88353484,,-71.39578966,-9.72961407,,,
87.68000008,722.8235331,97.99482727,97.99482727,98.01152039,172.0589294,172.0646667,4.483045101,0.988579973,0.887428282,V(7.08766679517177,0.001349927, -6.65153325492344),320.5047397,21.79754721,9.783725052,-73.53730333,64.15626681,21.8589876,21.8589876,21.86271121,,-72.75863754,-9.734627692,,,
87.82000008,712.4464807,97.89984131,97.89984131,97.91651917,171.8926086,171.8978882,4.483045101,0.988728216,0.888824802,V(7.08630579912761,0.001060712, -6.65529466152532),320.0024068,21.93581873,9.78406392,-74.90033481,65.54789729,21.83779978,21.83779978,21.84151998,,-74.12180318,-9.736897435,,,
87.96000008,701.8786505,97.80323029,97.80323029,97.81989288,171.7234039,171.7282562,4.483045101,0.988879185,0.89024888,V(7.0874356640719,0.000772138, -6.65618613316576),319.5050044,22.07407622,9.78440902,-76.2634803,66.94025581,21.81624946,21.81624946,21.81996627,,-75.48450134,-9.733558268,,,
88.10000008,691.1199964,97.70498657,97.70498657,97.72162628,171.5513611,171.5557404,4.483045101,0.98903288,0.891700592,V(7.08732152733861,0.000484896, -6.65891072580466),319.0111895,22.21225076,9.784760354,-77.62630969,68.33292755,21.79433496,21.79433496,21.79804666,,-76.84752888,-9.735911046,,,
88.24000008,680.1705423,97.60512543,97.60512543,97.62174988,171.3764496,171.3804016,4.483045101,0.989189301,0.893180013,V(7.08765365313873,0.000195295, -6.65712723444068),318.5214892,22.35035366,9.785117921,-78.98890546,69.72599948,21.77205967,21.77205967,21.77576796,,-78.2103864,-9.734696519,,,
88.38000008,669.0301899,97.50366211,97.50366211,97.52024078,171.1987152,171.2022095,4.483045101,0.989348447,0.894687294,V(7.08489837051254,-8.94651E-05, -6.65906634267651),318.0359699,22.48849753,9.785481725,-80.35196798,71.12016313,21.74942699,21.74942699,21.75312507,,-79.57394576,-9.739709702,,,
88.52000008,657.6991194,97.40058899,97.40058899,97.41716003,171.0181732,171.0212402,4.483045101,0.98951032,0.896222434,V(7.08505120381498,-0.000379042, -6.65985213912992),317.5547895,22.62666336,9.785851766,-81.71537916,72.51530795,21.72643522,21.72643522,21.7301316,,-80.93621805,-9.730516378,,,
88.66000008,646.1769393,97.29592133,97.29592133,97.31246185,170.8348083,170.8374329,4.483045101,0.98967492,0.897785735,V(7.08515288710502,-0.000670366, -6.66189671953337),317.078058,22.76475116,9.786228048,-83.07852908,73.91084679,21.70308777,21.70308777,21.70677735,,-82.30128631,-9.750487521,,,
88.80000008,634.4642077,97.18967438,97.18967438,97.20618439,170.6486816,170.6508636,4.483045101,0.989842245,0.899377122,V(7.0862300355828,-0.000957969, -6.6599974404894),316.6047611,22.90275732,9.786610567,-84.4413975,75.30676405,21.67938805,21.67938805,21.68307081,,-83.66236839,-9.722014852,,,
88.94000008,622.5606687,97.08183289,97.08183289,97.09832764,170.4597626,170.4615173,4.483045101,0.990012296,0.90099682,V(7.08614612907268,-0.001250543, -6.65884531627147),316.1356594,23.04078564,9.786999327,-85.80461555,76.70368429,21.65533264,21.65533264,21.659012,,-85.0252787,-9.735073627,,,
89.08000008,610.4663177,96.97244263,96.97244263,96.98892212,170.2681122,170.2694397,4.483045101,0.990185072,0.90264483,V(7.08540528537121,-0.001533815, -6.6580018585316),315.6697107,23.17871536,9.787394328,-87.16746115,78.10091043,21.63093175,21.63093175,21.63460771,,-86.38822137,-9.735304783,,,
89.22000008,598.1810848,96.86148834,96.86148834,96.87794495,170.0737152,170.0746155,4.483045101,0.990360576,0.904321452,V(7.08167825361042,-0.001819527, -6.66063969500677),315.2071813,23.31657139,9.787795572,-88.53009199,79.49860473,21.60618199,21.60618199,21.60985285,,-87.75166302,-9.738868975,,,
89.36000008,585.7051219,96.74900055,96.74900055,96.76541901,169.8766327,169.8770752,4.483045101,0.990538804,0.906026611,V(7.08199557020446,-0.002108418, -6.66081323332908),314.7498304,23.45456562,9.788203058,-89.89377649,80.89800988,21.58109017,21.58109017,21.58475251,,-89.11402101,-9.731128431,,,
89.50000008,573.038024,96.63496399,96.63496399,96.65136719,169.6768188,169.6768494,4.483045101,0.99071976,0.907760609,V(7.08331412268084,-0.002402225, -6.66135304880637),314.2965941,23.59245938,9.788616794,-91.25710101,82.29775875,21.55565287,21.55565287,21.55931181,,-90.47927006,-9.751778912,,,
89.64000008,560.1802543,96.51940918,96.51940918,96.53578949,169.4743347,169.473938,4.483045101,0.990903442,0.909523445,V(7.08328966078321,-0.002688931, -6.66365150964513),313.8470651,23.7302475,9.789036776,-92.62002363,83.69781694,21.5298769,21.5298769,21.53353074,,-91.84121249,-9.728160233,,,
89.78000008,547.1316711,96.40234375,96.40234375,96.41869354,169.2691956,169.2683716,4.483045101,0.99108985,0.91131527,V(7.07820855609586,-0.002975658, -6.66500314036637),313.399281,23.86796904,9.789463005,-93.98279213,85.09843561,21.50376398,21.50376398,21.507411,,-93.20416536,-9.735377645,,,
89.92000008,533.8923043,96.28377533,96.28377533,96.3000946,169.0614319,169.0601654,4.483045101,0.991278984,0.913136235,V(7.07364956577917,-0.003264096, -6.6651961769676),312.9543687,24.00549265,9.78989548,-95.34464129,86.49888022,21.47731579,21.47731579,21.48095601,,-94.56690554,-9.733858447,,,
90.06000008,520.4622759,96.16372681,96.16372681,96.18000793,168.8510284,168.84935,4.483045101,0.991470842,0.914986491,V(7.07355490973178,-0.003560128, -6.66461911098153),312.5135517,24.1432307,9.790334202,-96.70798475,87.90150549,21.45053744,21.45053744,21.45416916,,-95.92877475,-9.727637142,,,
90.20000008,506.8413059,96.04219818,96.04219818,96.05844879,168.6380615,168.6359406,4.483045101,0.991665425,0.916866111,V(7.07603937996375,-0.003856373, -6.66295966574785),312.0776296,24.2808305,9.790779174,-98.07076645,89.30432439,21.42342894,21.42342894,21.42705385,,-97.29264221,-9.741910444,,,
90.34000008,493.0295941,95.91921234,95.91921234,95.9354248,168.4225006,168.4199677,4.483045101,0.991862736,0.918775324,V(7.08355341915061,-0.004144108, -6.66239822980673),311.6464572,24.41861982,9.791230403,-99.43488286,90.70918695,21.3959954,21.3959954,21.39961179,,-98.65508418,-9.731728327,,,
90.48000008,479.0269856,95.79477692,95.79477692,95.81095886,168.2044067,168.2014618,4.483045101,0.992062774,0.920714127,V(7.07994304960536,-0.004433089, -6.66174990677841),311.215318,24.55596066,9.791687884,-100.7966796,92.11255859,21.3682385,21.3682385,21.37184809,,-100.0186325,-9.739630801,,,
90.62000008,464.8337124,95.66889954,95.66889954,95.68504333,167.9837799,167.9804077,4.483045101,0.992265536,0.922682824,V(7.0782278644657,-0.004716309, -6.66275786550901),310.7873805,24.69351634,9.792151618,-102.1599551,93.5181342,21.34015995,21.34015995,21.34376103,,-101.3805226,-9.727786623,,,
90.76000008,450.4493386,95.54160309,95.54160309,95.55771637,167.7606812,167.7568817,4.483045101,0.992471025,0.924681412,V(7.07747858252608,-0.005003017, -6.66622152499748),310.3687126,24.83124955,9.792621613,-103.5244758,94.92569902,21.31176487,21.31176487,21.31535914,,-102.745527,-9.750031281,,,
90.90000008,435.8742065,95.41290283,95.41290283,95.4289856,167.5350952,167.5308838,4.483045101,0.992679241,0.92671012,V(7.07708646537611,-0.005293555, -6.66896395845375),309.9470271,24.96864857,9.793097866,-104.8873644,96.33247523,21.28305665,21.28305665,21.28664411,,-104.1080861,-9.732564948,,,
91.04000008,421.1080869,95.2828064,95.2828064,95.29885864,167.3070526,167.3024445,4.483045101,0.992890183,0.928769096,V(7.07643573734691,-0.005581404, -6.66678520854676),309.529003,25.10592485,9.793580378,-106.249828,97.73964717,21.25403699,21.25403699,21.25761764,,-105.4722829,-9.744262883,,,
91.18000008,406.1512805,95.15135193,95.15135193,95.16736603,167.0765991,167.0715942,4.483045101,0.993103852,0.930858493,V(7.07046189535937,-0.005864782, -6.66919068267859),309.1164032,25.2432865,9.794069151,-107.61303,99.14835143,21.2247144,21.2247144,21.22828655,,-106.8343313,-9.728917271,,,
91.32000009,391.0036682,95.0185318,95.0185318,95.03450012,166.8437805,166.8383484,4.483045101,0.993320246,0.932978384,V(7.070024555913,-0.006145586, -6.67033415641432),308.7057997,25.38055535,9.794564185,-108.9759728,100.5576367,21.19508719,21.19508719,21.19864913,,-108.1972309,-9.734996675,,,
91.46000009,375.6651161,94.88437653,94.88437653,94.9003067,166.6085815,166.6027679,4.483045101,0.993539368,0.935129071,V(7.07379240754066,-0.006430337, -6.67518439488272),308.30199,25.51818075,9.795065489,-110.3411368,101.9699132,21.16516216,21.16516216,21.16871559,,-109.5610863,-9.741824891,,,
91.60000009,360.1354829,94.74890137,94.74890137,94.76477814,166.3710632,166.3648376,4.483045101,0.99376122,0.937310555,V(7.07593193293716,-0.006721689, -6.67755484487565),307.900144,25.65565896,9.795573065,-111.7057491,103.3825163,21.13494271,21.13494271,21.13848422,,-110.9259514,-9.749036357,,,
91.74000009,344.4148898,94.61210632,94.61210632,94.62794495,166.1312561,166.1246185,4.483045101,0.9939858,0.939523135,V(7.08101517748604,-0.007004957, -6.67428695673103),307.4987706,25.79292403,9.796086911,-113.0694655,104.7951291,21.10442884,21.10442884,21.10796185,,-112.2899506,-9.742851287,,,
91.88000009,328.5029795,94.4740448,94.4740448,94.48983765,165.8891754,165.8821564,4.483045101,0.994213109,0.941766889,V(7.08285531820569,-0.00729928, -6.66929010117288),307.1021777,25.93024316,9.796607031,-114.4337438,106.2091764,21.07363247,21.07363247,21.07715526,,-113.6565017,-9.761078934,,,
92.02000009,312.4004406,94.33469391,94.33469391,94.35044861,165.6448669,165.6374512,4.483045101,0.994443145,0.944042041,V(7.08188426125873,-0.00759738, -6.66589553152373),306.7057867,26.06737718,9.797133424,-115.7972858,107.6234183,21.04254849,21.04254849,21.04606277,,-115.0181352,-9.725954145,,,
92.16000009,296.1069536,94.19410706,94.19410706,94.20981598,165.3983765,165.390564,4.483045101,0.994675909,0.946348667,V(7.08310418204259,-0.007889711, -6.66644495954183),306.3137372,26.20464659,9.797666091,-117.1618207,109.0395399,21.01118881,21.01118881,21.01469288,,-116.3820494,-9.742243737,,,
92.22000009,289.0655542,94.13348389,94.15371704,94.14916229,165.3275604,165.3196259,4.483045101,0.994742914,0.947346945,V(7.08218003280292,-0.00801186, -6.66640409078095),306.2652468,26.26352277,9.7978963,-117.7469479,109.6470503,20.99766604,21.0021793,21.00116331,,-117.3566567,-16.24345619,,,
92.26000009,284.35172,94.09293365,94.09293365,94.10860443,165.2209778,165.2128906,4.481883526,0.99484384,0.948015726,V(7.08225152710516,-0.00808959, -6.67033301283903),306.3912808,26.22371996,9.798050139,-117.7171331,109.6482197,20.99406045,20.99406045,20.99755692,,-117.8458554,-12.22996604,,,
92.30000009,279.6476608,94.05251312,94.05251312,94.06816101,165.1498566,165.1418915,4.479560375,0.994911043,0.948683529,V(5.55102390766668,-0.011542641, -5.23422553055276),303.8783114,26.10476528,9.798203395,-117.2672345,109.245365,20.99592488,20.99592488,20.99941805,,-117.6014815,6.109347445,0.072106068,,
92.34000009,274.9614799,94.0122757,94.0122757,94.02791595,165.0790558,165.071228,4.477236748,0.994977988,0.949349148,V(4.01524164335991,-0.015068835, -3.80269777726691),301.3632445,25.98565308,9.798356067,-116.8169691,108.8422521,20.99783438,20.99783438,21.00132766,,-117.1545206,11.17402103,0.089572762,,
92.38000009,270.2931053,93.972229,93.972229,93.98786163,165.0085907,165.0009155,4.47491312,0.995044677,0.950012584,V(2.47924136983222,-0.018539549, -2.37089420093162),298.8485276,25.86658801,9.798508154,-116.3674508,108.4399547,20.99978848,20.99978848,21.00328188,,-116.7093646,11.12890137,0.080998013,,
92.42000009,265.6429761,93.93237305,93.93237305,93.94798279,164.9384613,164.9309082,4.47258997,0.995111108,0.950673835,V(0.945635688304219,-0.021948313, -0.940217314163674),296.3353055,25.74741928,9.798659659,-115.9178774,108.0376999,21.00178502,21.00178502,21.00527511,,-116.2532298,11.40337085,0.077497089,,
92.46000009,261.0107254,93.89269257,93.89269257,93.90829468,164.8686371,164.8612366,4.470266342,0.995177282,0.951332904,V(-0.589345874448716,-0.025291839, 0.491690566673134),293.8216709,25.62800107,9.798810579,-115.4674829,107.6347553,21.00382514,21.00382514,21.00731533,,-115.8062689,11.17402111,0.070286183,,
92.50000009,256.3965853,93.85322571,93.85322571,93.86880493,164.7991638,164.7919006,4.467943192,0.995243199,0.951989788,V(-2.12523085019643,-0.028557254, 1.92214475127404),291.3084817,25.50850362,9.798960915,-115.0171817,107.2320007,21.00591294,21.00591294,21.00939983,,-115.3535021,11.31917136,0.087683609,,
92.54000009,251.8003348,93.81394196,93.81394196,93.82949829,164.7300262,164.7229004,4.465619564,0.995308859,0.952644489,V(-3.66250324601729,-0.031750992, 3.35521378020736),288.7936904,25.38887245,9.799110666,-114.5666909,106.8291675,21.00804616,21.00804616,21.01152974,,-114.9062623,11.18099396,0.086766541,,
92.58000009,247.2221778,93.77482605,93.77482605,93.79037476,164.6612091,164.6542206,4.463296413,0.995374261,0.953297007,V(-5.19893093255126,-0.034874543, 4.7882852251732),286.2789959,25.26921219,9.799259832,-114.1165751,106.426799,21.01021697,21.01021697,21.01370065,,-114.4539244,11.30844813,0.08038593,,
92.62000009,242.6620831,93.73590851,93.73590851,93.75144958,164.5927124,164.5858765,4.460972786,0.995439406,0.953947265,V(-6.7355370124915,-0.037918301, 6.22075283339979),283.7651425,25.14929184,9.799408413,-113.6656225,106.0237324,21.01243675,21.01243675,21.01592054,,-114.0023672,11.28892893,0.075372308,,
92.66000009,238.1198274,93.6971817,93.6971817,93.71269989,164.5245667,164.5178528,4.458649635,0.995504294,0.95459534,V(-8.27242582692667,-0.040885197, 7.65451213777065),281.2528494,25.02929361,9.799556409,-113.214807,105.6209076,21.01469937,21.01469937,21.01817984,,-113.5563931,11.14935321,0.073102565,,
92.70000009,233.5957589,93.65865326,93.65865326,93.67414856,164.4567413,164.4501801,4.456326008,0.995568924,0.955241156,V(-8.27785726654399,-0.040396637, 7.65202373305382),278.7394579,24.90937148,9.79970382,-112.7649452,105.2191093,21.01701112,21.01701112,21.02048827,,-113.1017112,11.367046,0.076441732,,
92.74000009,229.0896575,93.62030029,93.62030029,93.63578796,164.389267,164.3828278,4.454002857,0.995633296,0.955884789,V(-8.27764025994174,-0.039758556, 7.6539229032241),276.2268827,24.78919303,9.799850647,-112.3142967,104.8166681,21.01936242,21.01936242,21.02283967,,-112.6525354,11.22939603,0.074088954,,
92.78000009,224.6015997,93.58213043,93.58213043,93.59760284,164.3220825,164.3157959,4.45167923,0.995697412,0.956526238,V(-8.27867580620454,-0.039097588, 7.65457341507475),273.7165151,24.6688119,9.799996887,-111.8631531,104.4138662,21.02175957,21.02175957,21.0252352,,-112.2014445,11.27727218,0.075303481,,
92.82000009,220.1315863,93.54415131,93.54415131,93.55961609,164.255249,164.2490997,4.449356079,0.995761269,0.957165353,V(-8.28130060634986,-0.038426057, 7.65662520047037),271.2052061,24.54828342,9.800142542,-111.4118225,104.0110021,21.02419983,21.02419983,21.02767556,,-111.750335,11.27773807,0.070290298,,
92.86000009,215.6796054,93.50634766,93.50634766,93.52179718,164.188736,164.1827087,4.447032452,0.995824869,0.957802359,V(-8.28278555902824,-0.037747207, 7.65952739114532),268.6935672,24.427666,9.800287611,-110.9606124,103.6083738,21.02668435,21.02668435,21.03015847,,-111.299523,11.27029912,0.079483622,,
92.90000009,211.2455795,93.46875,93.46875,93.48416901,164.1225586,164.1166534,4.444709301,0.99588821,0.958437031,V(-8.28621394324081,-0.037076474, 7.66132292596324),266.182357,24.30688871,9.800432093,-110.5091588,103.2056343,21.02921556,21.02921556,21.03268463,,-110.8506473,11.22189357,0.059512479,,
92.94000009,206.8297819,93.43132782,93.43132782,93.4467392,164.0566864,164.0509491,4.442385674,0.995951294,0.959069445,V(-8.28756914491666,-0.036407314, 7.66379708588731),263.6716726,24.18598918,9.800575989,-110.0576857,102.8029996,21.03179118,21.03179118,21.03526035,,-110.3949415,11.39264544,0.087985148,,
92.98000009,202.4320092,93.39409637,93.39409637,93.40949249,163.9911652,163.9855499,4.440062523,0.996014119,0.959699675,V(-8.28943656540565,-0.035746366, 7.66535565316697),261.1629203,24.06486398,9.800719297,-109.6056509,102.3999529,21.03441019,21.03441019,21.03787774,,-109.9443169,11.265614,0.074926373,,
93.02000009,198.0522317,93.35705566,93.35705566,93.37242889,163.9259644,163.9204865,4.437738895,0.996076687,0.960327645,V(-8.29204540385155,-0.035103493, 7.66747293313105),258.6531752,23.94367582,9.800862019,-109.1539236,101.9973319,21.03707718,21.03707718,21.04054139,,-109.4944358,11.24702821,0.074695217,,
93.06000009,193.6905299,93.32019043,93.32019043,93.33555603,163.8610992,163.8557587,4.435415268,0.996138996,0.960953282,V(-8.29312405150061,-0.034475798, 7.67098537419311),256.1459686,23.82237973,9.801004153,-108.7022645,101.5949088,21.03978653,21.03978653,21.04325083,,-109.0425456,11.29725314,0.071131025,,
93.10000009,189.3469588,93.2835083,93.2835083,93.29885864,163.7965393,163.7913361,4.433092117,0.996201047,0.961576735,V(-8.29589219805147,-0.033872885, 7.67283521260668),253.6391954,23.70097426,9.801145701,-108.2507035,101.1927149,21.04253777,21.04253777,21.04600044,,-108.5892784,11.33168157,0.078871569,,
93.14000009,185.0213866,93.24701691,93.24701691,93.26234436,163.7323151,163.7272339,4.43076849,0.99626284,0.962197929,V(-8.296383518563,-0.03329586, 7.67328490187834),251.1360775,23.57956154,9.801286662,-107.7997709,100.7912629,21.0453372,21.0453372,21.04879652,,-108.1393045,11.24934634,0.058221088,,
93.18000009,180.7139139,93.21070862,93.21070862,93.22602081,163.6684113,163.6634674,4.428445339,0.996324375,0.962816789,V(-8.29738805234297,-0.032744781, 7.67576736006984),248.6339306,23.45780931,9.801427037,-107.3477401,100.3888975,21.04817864,21.04817864,21.05163634,,-107.686818,11.31216236,0.081839767,,
