70.02000007,1000.014621,21.08199094,6.341827766,464.4444427,368.1986191,14.29215641,4.74369669,,,,,,,time,,,,,,,,base,alt,curr
71.10000007,995.0552815,100.5220261,100.5220261,100.5393448,176.4752045,176.5024109,4.742630959,0.98468943,0.851405417,V(6.38876227087791,0.015036757, -7.32905894075988),464.3359197,13.27819057,9.775054233,-9.918401379,139.9298673,368.2573522,21.08434713,96.13240814,6.342351258,13.26854836,15.32398019,13.26854836
71.18000007,994.2385329,100.5143585,100.5143585,100.5316772,176.4620056,176.4889526,4.742630959,0.984701098,0.85151166,V(6.38833245761835,0.014887711, -7.32967512241586),464.3472534,13.19862884,9.775081305,-10.69640454,139.9290317,368.2822074,21.08358431,96.1284256,6.342797153,13.18885472,15.40332853,13.18885472
71.26000007,993.3595383,100.5061111,100.5061111,100.5234222,176.4477692,176.4744568,4.742630959,0.984713655,0.85162596,V(6.38801243202213,0.014738609, -7.32986624640241),464.3596454,13.11907466,9.7751104,-11.47429316,139.9281667,368.3090406,21.08276431,96.12415314,6.343277851,13.10916612,15.48266735,13.10916612
71.34000007,992.4182401,100.4972687,100.4972687,100.514595,176.4325104,176.4589539,4.742630959,0.984727102,0.851748391,V(6.38764683385098,0.014589716, -7.33025818801059),464.3731232,13.03950325,9.775141524,-12.25231727,139.9272793,368.3379014,21.08188797,96.11959076,6.343792211,13.02946587,15.56200789,13.02946587
71.42000007,991.4146902,100.4878464,100.4878464,100.5051727,176.4162445,176.4424133,4.742630959,0.984741438,0.851878955,V(6.38738256378686,0.014440837, -7.33019406343169),464.3876184,12.95994145,9.775174671,-13.03019756,139.9263528,368.3687178,21.08095446,96.11473465,6.344340632,12.94977655,15.64132729,12.94977655
71.50000007,990.3489344,100.4778519,100.4778519,100.495163,176.398941,176.4248505,4.742630959,0.984756663,0.852017651,V(6.38696168654032,0.014291551, -7.33050812579176),464.4032908,12.88037304,9.775209842,-13.80813004,139.9254241,368.4015538,21.07996546,96.10958481,6.344924894,12.87007686,15.72065488,12.87007686
71.58000007,989.2209728,100.4672775,100.4672775,100.4845886,176.3806152,176.4062805,4.742630959,0.984772777,0.852164403,V(6.38671253410572,0.014142532, -7.33039499376342),464.4200913,12.80079827,9.775247036,-14.5860908,139.9244716,368.4363862,21.07891859,96.10414886,6.345542905,12.79036825,15.79998403,12.79036825
71.66000007,988.0307595,100.4561005,100.4561005,100.4734116,176.3612518,176.3866577,4.742630959,0.98478978,0.852319288,V(6.38637672602918,0.013993528, -7.3303564532875),464.4379239,12.72122655,9.775286256,-15.36396674,139.9234741,368.4732237,21.07781444,96.09841919,6.346194504,12.71067214,15.87928793,12.71067214
71.74000007,986.7782367,100.4443512,100.4443512,100.4616623,176.3408966,176.3660278,4.742630959,0.984807673,0.852482379,V(6.38629353909158,0.013844679, -7.33006422163671),464.4568218,12.64164828,9.775327503,-16.1418912,139.9224706,368.5120441,21.07665488,96.0923996,6.346880726,12.63096818,15.95859391,12.63096818
71.82000007,985.463432,100.4320145,100.4320145,100.4493256,176.3194885,176.3443756,4.742630959,0.984826454,0.852653528,V(6.38589640065901,0.01369599, -7.33000228392295),464.4766616,12.5620769,9.775370772,-16.91968823,139.9214165,368.5528584,21.07543874,96.08609009,6.347601521,12.55126105,16.03789687,12.55126105
71.90000007,984.0866255,100.4190979,100.4190979,100.4364014,176.2970734,176.3216858,4.742630959,0.984846125,0.852832808,V(6.38548816981568,0.013546844, -7.33033742162332),464.497927,12.48249351,9.775416066,-17.69759956,139.9203684,368.5957189,21.07416573,96.07948303,6.348357653,12.47154932,16.11719742,12.47154932
71.98000007,982.6475714,100.4055862,100.4055862,100.4229126,176.2736206,176.2980042,4.742630959,0.984866683,0.853020221,V(6.38509082545851,0.013398388, -7.33007817894856),464.5201092,12.40290112,9.77546338,-18.475567,139.919297,368.6406147,21.07283632,96.07258606,6.349148792,12.39182825,16.19650294,12.39182825
72.06000007,981.1460874,100.3915253,100.3915253,100.4088287,176.2491608,176.2732849,4.742630959,0.984888133,0.853215765,V(6.38478298638415,0.01324949, -7.33063216261445),464.5434784,12.32331348,9.775512722,-19.25345497,139.9182015,368.6874225,21.07144913,96.06540298,6.349972526,12.3121162,16.27578627,12.3121162
72.14000007,979.5825239,100.3768539,100.3768539,100.3941574,176.2236786,176.2475281,4.742630959,0.984910469,0.853419517,V(6.38398980507848,0.013100923, -7.33085579747661),464.5678025,12.24372848,9.775564091,-20.03126041,139.9170578,368.7362664,21.07000694,96.05792618,6.350831178,12.23240428,16.3550621,12.23240428
72.22000007,977.9566267,100.3616104,100.3616104,100.3789215,176.1971741,176.2207794,4.742630959,0.984933695,0.853631325,V(6.38326253719209,0.012951968, -7.3313357316218),464.5931358,12.1641419,9.775617479,-20.80905731,139.9158982,368.7871078,21.06850695,96.05015945,6.351725606,12.1526818,16.43434762,12.1526818
72.30000007,976.2685478,100.345787,100.345787,100.3630753,176.1696472,176.1929626,4.742630959,0.98495781,0.853851416,V(6.38293297851868,0.012803207, -7.33116092812536),464.6197174,12.08454055,9.775672896,-21.58696639,139.9147142,368.8399267,21.06695219,96.04210281,6.352652515,12.07297103,16.51360478,12.07297103
72.38000007,974.5182172,100.3293839,100.3293839,100.3466873,176.141098,176.1641846,4.742630959,0.984982815,0.854079564,V(6.3823029504417,0.012654685, -7.33160304309286),464.6473335,12.0049372,9.775730339,-22.3648806,139.9135234,368.8948307,21.06533888,96.03375244,6.353615448,11.9932448,16.59287516,11.9932448
72.46000007,972.7057209,100.3123856,100.3123856,100.3296967,176.1115417,176.1343536,4.742630959,0.985008707,0.854315844,V(6.38209328230722,0.012506314, -7.3315006010805),464.6761563,11.9253278,9.775789803,-23.1428269,139.9123131,368.9517587,21.06367084,96.02511215,6.354615148,11.91349264,16.6721746,11.91349264
72.54000007,970.8310891,100.2948227,100.2948227,100.3121109,176.0809479,176.1034851,4.742630959,0.98503549,0.854560406,V(6.38242583839386,0.012358555, -7.3325515358704),464.7064727,11.84568974,9.775851294,-23.92106863,139.9111247,369.0107872,21.06194598,96.01618576,6.355649221,11.83372794,16.75148071,11.83372794
72.62000007,968.8940374,100.2766724,100.2766724,100.2939682,176.0493469,176.07164,4.742630959,0.985063162,0.8548131,V(6.38285472773177,0.012209218, -7.33380516002055),464.7378465,11.76605738,9.775914812,-24.69920423,139.9098931,369.0717838,21.06016472,96.00696182,6.356717601,11.7539858,16.83075123,11.7539858
72.70000007,966.894774,100.2579422,100.2579422,100.275238,176.0167236,176.0387573,4.742630959,0.985091723,0.855073926,V(6.38209964691675,0.012061044, -7.33352275498751),464.7696195,11.68644558,9.775980354,-25.47706032,139.90859,369.134679,21.05832761,95.9974556,6.357818343,11.67424782,16.91000422,11.67424782
72.78000007,964.833207,100.2386398,100.2386398,100.2559204,175.9830627,176.004837,4.742630959,0.985121174,0.855343035,V(6.38214831987652,0.011911312, -7.3333309303737),464.8026306,11.60681714,9.776047923,-26.25506578,139.9072799,369.1996074,21.05643353,95.98765564,6.3589556,11.59449112,16.98927512,11.59449112
72.86000007,962.7093122,100.2187424,100.2187424,100.2360306,175.9483948,175.9699249,4.742630959,0.985151513,0.855620276,V(6.38167221695689,0.011762756, -7.33456906834788),464.8371959,11.52717408,9.776117513,-27.0332325,139.9059941,369.2667121,21.05448347,95.97755814,6.360130859,11.51472341,17.06856075,11.51472341
72.94000007,960.523484,100.1982727,100.1982727,100.2155609,175.912735,175.9339905,4.742630959,0.985182741,0.855905724,V(6.38151636558987,0.011612585, -7.33505165491847),464.8732228,11.44751513,9.776189135,-27.81155186,139.9047115,369.3358805,21.0524773,95.96718597,6.361338187,11.4349471,17.14784435,11.4349471
73.02000007,958.2750739,100.1772232,100.1772232,100.1945038,175.8760223,175.8970184,4.742630959,0.98521486,0.85619938,V(6.38162918706243,0.011464024, -7.33379495687454),464.9096612,11.36788346,9.776262779,-28.58948752,139.9033182,369.4068567,21.05041355,95.95651245,6.362578912,11.35520119,17.22707718,11.35520119
73.10000007,955.9647422,100.1556015,100.1556015,100.1728897,175.8383026,175.8590698,4.742630959,0.985247866,0.856501243,V(6.38158771642594,0.01131476, -7.3336745526871),464.9468844,11.28827661,9.776338448,-29.3671055,139.9018556,369.4797178,21.04829554,95.94555664,6.363850672,11.2754726,17.30627218,11.2754726
73.18000007,953.5919789,100.1334,100.1334,100.1506729,175.7995758,175.8200684,4.742630959,0.985281763,0.856811388,V(6.38024136877795,0.011166417, -7.33476152029769),464.9853727,11.20863233,9.776416145,-30.14511532,139.9004238,369.5547196,21.04611927,95.93431091,6.365161187,11.19571543,17.38550689,11.19571543
73.26000007,951.1569739,100.110611,100.110611,100.1278839,175.7598419,175.7800598,4.742630959,0.985316547,0.857129741,V(6.37979503400537,0.011017627, -7.33376852184059),465.0249131,11.12899302,9.776495863,-30.92306216,139.8989826,369.6318245,21.04388912,95.92277527,6.366507548,11.11594694,17.46474998,11.11594694
73.34000007,948.6599035,100.0872498,100.0872498,100.1045074,175.7190704,175.7390289,4.742630959,0.985352221,0.8574563,V(6.37937903988107,0.010869187, -7.33382145270602),465.0663579,11.04933026,9.776577612,-31.70123093,139.8975388,369.7109905,21.04160213,95.91094971,6.367887888,11.03617939,17.54398057,11.03617939
73.42000007,946.1004592,100.0633087,100.0633087,100.080574,175.6773224,175.6970062,4.742630959,0.985388784,0.857791143,V(6.37846157914485,0.010720627, -7.33361175011238),465.1078843,10.96969637,9.776661385,-32.47902156,139.8960039,369.7919963,21.03925843,95.89883423,6.369302154,10.95641783,17.62319296,10.95641783
73.50000007,943.4786812,100.0387955,100.0387955,100.0560532,175.6345215,175.6539612,4.742630959,0.985426237,0.858134193,V(6.3784771230318,0.010572964, -7.33442377302184),465.1508238,10.89004106,9.776747185,-33.25702531,139.8944769,369.8750951,21.03685944,95.88643646,6.370752167,10.87664532,17.7024169,10.87664532
73.58000007,940.7947978,100.0136948,100.0136948,100.0309525,175.5907288,175.6098938,4.742630959,0.98546458,0.858485525,V(6.3795943578766,0.01042447, -7.33362666914385),465.1948521,10.81038863,9.77683501,-34.03496393,139.892917,369.9602484,21.03440492,95.87374115,6.372235664,10.79688454,17.78160989,10.79688454
73.66000007,938.0485906,99.98802948,99.98802948,100.0052872,175.5459137,175.5648346,4.742630959,0.985503809,0.858845065,V(6.37899443002238,0.010275988, -7.33432851128741),465.2399779,10.73072166,9.776924861,-34.81305562,139.8913717,370.0474868,21.03189362,95.86076736,6.373756302,10.71710305,17.86083263,10.71710305
73.74000007,935.2401558,99.96179199,99.96179199,99.97904205,175.5000916,175.5187683,4.742630959,0.98554393,0.859212962,V(6.37846229833096,0.010126809, -7.33400307196013),465.2865015,10.65104272,9.777016738,-35.59126526,139.8898307,370.1368183,21.02932703,95.84749985,6.375310637,10.63732948,17.94003103,10.63732948
73.82000007,932.3695554,99.93497467,99.93497467,99.95220184,175.4532471,175.4716492,4.742630959,0.985584938,0.859589143,V(6.37881529623441,0.009978151, -7.33457140676078),465.3339145,10.5713785,9.77711064,-36.36924027,139.8882027,370.2280136,21.02670459,95.83394623,6.376902803,10.55753187,18.01926062,10.55753187
73.90000007,929.4366514,99.90756989,99.90756989,99.92481232,175.405426,175.4235687,4.742630959,0.985626837,0.859973605,V(6.3789560445607,0.009829187, -7.33469995055615),465.3825044,10.49169738,9.777206572,-37.14741438,139.8866114,370.3214524,21.02402635,95.82010269,6.378527172,10.47775448,18.09844852,10.47775448
73.98000007,926.4415357,99.87960052,99.87960052,99.89683533,175.3565674,175.3744507,4.742630959,0.985669624,0.860366351,V(6.37789382967511,0.009681472, -7.3357381197769),465.4320751,10.41203231,9.777304529,-37.92532771,139.8849194,370.4166956,21.02129219,95.80597305,6.380187311,10.39796869,18.17764187,10.39796869
74.06000007,923.3839884,99.85105896,99.85105896,99.86829376,175.3067017,175.3243408,4.742630959,0.985713302,0.860767379,V(6.37704343823855,0.009532978, -7.33676734420274),465.4827554,10.33234042,9.777404513,-38.70356157,139.883288,370.5141874,21.01850305,95.79155731,6.381884525,10.31816546,18.25685546,10.31816546
74.14000007,920.2646358,99.82192993,99.82192993,99.8391571,175.2558441,175.2731934,4.742630959,0.985757868,0.86117684,V(6.37646386953791,0.009383829, -7.33683056963786),465.5346872,10.25265403,9.777506524,-39.48168715,139.8816045,370.6136758,21.01565758,95.77685547,6.38361655,10.23836649,18.33605698,10.23836649
74.22000007,917.0824912,99.79224396,99.79224396,99.80947876,175.2039642,175.2210846,4.742630959,0.985803323,0.861594508,V(6.37593067712795,0.009235398, -7.33824039877759),465.5879707,10.17295785,9.777610563,-40.25990447,139.8799191,370.7152294,21.01275682,95.76186371,6.385381624,10.15857593,18.41523144,10.15857593
74.30000007,913.8384954,99.76198578,99.76198578,99.77920532,175.1510773,175.1679382,4.742630959,0.985849668,0.86202061,V(6.37497925720816,0.009086252, -7.33807013031305),465.641528,10.09327817,9.777716628,-41.0378466,139.8781221,370.8185727,21.00980086,95.74658966,6.387182034,10.07878264,18.49440481,10.07878264
74.38000007,910.5319977,99.73114777,99.73114777,99.74835968,175.0971985,175.1137848,4.742630959,0.985896902,0.862454994,V(6.37534197441704,0.008937201, -7.33855974350023),465.6969462,10.01357199,9.77782472,-41.81614569,139.8764241,370.9243074,21.00679025,95.73103333,6.389019074,9.998976376,18.57359319,9.998976376
74.46000007,907.1633586,99.69973755,99.69973755,99.71694183,175.0423126,175.0586395,4.742630959,0.985945025,0.862897811,V(6.3762285833105,0.008787548, -7.33823994917477),465.7534475,9.93387054,9.777934842,-42.59431922,139.8746485,371.0319561,21.00372392,95.71518326,6.390891466,9.919166821,18.65277382,9.919166821
74.54000007,903.7324618,99.66777039,99.66777039,99.68496704,174.9864197,175.0025024,4.742630959,0.985994038,0.863348911,V(6.37588006233379,0.008638932, -7.33739546554361),465.8100182,9.854188092,9.778046988,-43.37218576,139.8727531,371.1413533,21.00060082,95.6990509,6.392793244,9.839390167,18.73188935,9.839390167
74.62000007,900.2395616,99.63520813,99.63520813,99.65241241,174.9295349,174.945343,4.742630959,0.986043938,0.863808444,V(6.37526543676104,0.008489707, -7.33695258942061),465.8684111,9.774483212,9.778161163,-44.15033696,139.8709236,371.2530997,20.99742364,95.68263245,6.394738208,9.759571422,18.81107624,9.759571422
74.70000007,896.6840275,99.60208893,99.60208893,99.61928558,174.8716278,174.8871918,4.742630959,0.98609473,0.864276411,V(6.37521330808225,0.008342926, -7.33775976743094),465.9277239,9.694777895,9.778277364,-44.92845896,139.8690615,371.3668234,20.99419104,95.6659317,6.396714847,9.679762556,18.8902311,9.679762556
74.78000007,893.0665141,99.56840515,99.56840515,99.58558655,174.8127441,174.8280334,4.742630959,0.98614641,0.864752735,V(6.37516283093105,0.00819179, -7.33739631120445),465.9884782,9.615059738,9.778395595,-45.70673528,139.8672283,371.4827481,20.99090414,95.64894104,6.398725394,9.599964138,18.96935878,9.599964138
74.86000007,889.3865449,99.53414917,99.53414917,99.55132294,174.7528381,174.7678833,4.742630959,0.98619898,0.865237417,V(6.37492252034841,0.008042143, -7.33756333741147),466.0503938,9.535335678,9.778515853,-46.48503881,139.8653649,371.6006952,20.98756187,95.63166809,6.400782728,9.520108362,19.04859125,9.520108362
74.94000007,885.6444342,99.49932098,99.49932098,99.51649475,174.6919556,174.7067413,4.742630959,0.986252438,0.865730608,V(6.37506731059413,0.007894315, -7.33929803957285),466.1135796,9.455593797,9.77863814,-47.26358049,139.8635651,371.7209394,20.98416481,95.61411667,6.402868011,9.440282798,19.12775542,9.440282798
75.02000007,881.8399739,99.46392059,99.46392059,99.48109436,174.6300812,174.6445923,4.742630959,0.986306788,0.866232231,V(6.37460082383864,0.007747238, -7.34002186030368),466.1774912,9.375882009,9.778762456,-48.04163448,139.861572,371.8428298,20.98071285,95.59627533,6.404986553,9.360470475,19.20688555,9.360470475
75.10000007,877.9732961,99.42796326,99.42796326,99.44512177,174.5671844,174.5814362,4.742630959,0.986362026,0.866742288,V(6.37465950188464,0.007597924, -7.34017240148365),466.2424375,9.296129438,9.778888801,-48.82025902,139.8597497,371.9672363,20.97720597,95.57815933,6.407152076,9.280595949,19.28612979,9.280595949
75.18000007,874.0442686,99.39142609,99.39142609,99.40859222,174.5033112,174.5173035,4.742630959,0.986418155,0.867260854,V(6.37485852030118,0.007452632, -7.34306104332236),466.3106831,9.216349289,9.779017178,-49.59925925,139.8580322,372.0940894,20.97364612,95.5597496,6.409345817,9.200758857,19.36528956,9.200758857
75.26000007,870.0529776,99.35433197,99.35433197,99.37149048,174.4384155,174.452179,4.742630959,0.986475174,0.867787852,V(6.3735326476899,0.007306267, -7.34357561897505),466.3776374,9.136624709,9.779147582,-50.37738685,139.8559853,372.2221596,20.97002904,95.5410614,6.411574989,9.120919272,19.44444706,9.120919272
75.34000007,865.9994632,99.31667328,99.31667328,99.33381653,174.3725586,174.3860321,4.742630959,0.986533081,0.868323359,V(6.37287408205569,0.007156473, -7.34531760562278),466.4471137,9.056858839,9.779280016,-51.15610881,139.8541273,372.352868,20.96635879,95.5220871,6.41384522,9.041058668,19.52364213,9.041058668
75.42000007,861.8836794,99.27845764,99.27845764,99.29558563,174.3056946,174.318924,4.742630959,0.986591878,0.868867375,V(6.37118275178216,0.007007565, -7.3459858404514),466.5159051,8.977138136,9.77941448,-51.93408908,139.8519684,372.4849058,20.96263297,95.50283432,6.416136973,8.961249966,19.60271516,8.961249966
75.50000007,857.705592,99.23965454,99.23965454,99.25679016,174.2378387,174.2508087,4.742630959,0.986651565,0.869419899,V(6.3692016784404,0.0068568, -7.34730379992981),466.585937,8.897391752,9.779550972,-52.71243311,139.8499201,372.6194222,20.95885353,95.48329926,6.41847144,8.881410545,19.6818447,8.881410545
75.58000007,853.4652352,99.20030975,99.20030975,99.21743011,174.1690216,174.1817169,4.742630959,0.986712141,0.869980931,V(6.36750074443601,0.006707609, -7.34585164722461),466.6576062,8.817639982,9.779689496,-53.49081195,139.8478519,372.7559634,20.9550188,95.4634819,6.420844646,8.801557368,19.76099488,8.801557368
75.66000007,849.1625688,99.16040039,99.16040039,99.17752075,174.0991974,174.1116486,4.742630959,0.986773608,0.870550472,V(6.36662954942711,0.006558572, -7.34833208173835),466.7312476,8.737869372,9.779830048,-54.26946305,139.8458693,372.8948664,20.95113024,95.44338226,6.423255669,8.721698175,19.84015334,8.721698175
75.74000007,844.7976272,99.11991882,99.11991882,99.13702393,174.0283813,174.0405579,4.742630959,0.986835964,0.871128672,V(6.36544845519925,0.006413095, -7.34881579134591),466.8057505,8.658097756,9.779972633,-55.04808007,139.8438404,373.0357985,20.9471886,95.42301178,6.425697454,8.641847267,19.91927946,8.641847267
75.82000007,840.3703819,99.07888031,99.07888031,99.09598541,173.9565887,173.9685059,4.742630959,0.986899211,0.871715381,V(6.36694762485284,0.006264647, -7.34858370601185),466.8806989,8.578344066,9.780117247,-55.82637428,139.8416616,373.1784993,20.94319163,95.40235138,6.428176395,8.561996694,19.99839902,8.561996694
75.90000007,835.8809593,99.03728485,99.03728485,99.05437469,173.8838043,173.895462,4.742630959,0.986963345,0.872310673,V(6.36708073091828,0.006118941, -7.34795329856782),466.9557384,8.498602618,9.780263891,-56.60442619,139.8393574,373.3229733,20.93913958,95.38141251,6.430680222,8.482180191,20.07742811,8.482180191
75.98000007,831.329233,98.99513245,98.99513245,99.01222229,173.8100433,173.8214569,4.742630959,0.98702837,0.872914474,V(6.36570025191664,0.005971454, -7.34763014185444),467.0315285,8.418865982,9.780412561,-57.38236673,139.8369859,373.4694364,20.93503508,95.36019516,6.433221844,8.402355183,20.15646844,8.402355183
76.06000007,826.7152832,98.9524231,98.9524231,98.96949768,173.7352905,173.74646,4.742630959,0.987094283,0.873527009,V(6.3665848443416,0.005822974, -7.34422367040409),467.1085256,8.339136676,9.780563265,-58.16012028,139.8344958,373.6177306,20.9308733,95.33869553,6.435792416,8.322550835,20.23544771,8.322550835
76.14000007,822.0391561,98.90914917,98.90914917,98.92622375,173.6595917,173.6704865,4.742630959,0.987161085,0.874148053,V(6.36562389519846,0.005673878, -7.34182617497572),467.1857783,8.259391549,9.780715994,-58.93810958,139.8320828,373.7683943,20.92666143,95.31692505,6.438401282,8.242733543,20.31444857,8.242733543
76.22000007,817.3008515,98.8653183,98.8653183,98.88239288,173.5828857,173.5935364,4.742630959,0.987228775,0.874777756,V(6.36531424531744,0.005526017, -7.34104333162844),467.2652541,8.179621465,9.780870753,-59.7164816,139.8298043,373.9215168,20.92239614,95.29487228,6.441063172,8.162862444,20.39357302,8.162862444
76.30000007,812.5001631,98.82093048,98.82093048,98.83799744,173.5052185,173.5155945,4.742630959,0.987297357,0.875416193,V(6.36775925121468,0.005379701, -7.34156505270609),467.3478352,8.09983042,9.781027545,-60.49515891,139.8276217,374.0770677,20.91807639,95.27254105,6.443760181,8.082991186,20.47268656,8.082991186
76.38000007,807.6371994,98.77600861,98.77600861,98.79305267,173.4265747,173.4366913,4.742630959,0.987366827,0.876063213,V(6.36825933970529,0.005228843, -7.34194590127519),467.4296212,8.020049663,9.781186369,-61.27361937,139.8253186,374.2344025,20.91370392,95.24993134,6.446490687,8.003127332,20.55177352,8.003127332
76.46000007,802.711886,98.73051453,98.73051453,98.74755096,173.3469391,173.3568115,4.742630959,0.987437189,0.876718969,V(6.3678036640207,0.005079523, -7.34401867891325),467.5132718,7.940274967,9.781347227,-62.05191391,139.8229044,374.3936448,20.90927728,95.22704697,6.449249594,7.923281701,20.63080158,7.923281701
76.54000007,797.7244353,98.6844635,98.6844635,98.70149231,173.2663574,173.2759552,4.742630959,0.987508438,0.877383383,V(6.36837926284204,0.004931239, -7.34638534320112),467.5983158,7.860467817,9.781510111,-62.83077804,139.820737,374.5556882,20.90479868,95.20388794,6.452061783,7.843385926,20.70995343,7.843385926
76.62000007,792.6745832,98.63787079,98.63787079,98.65489197,173.1847992,173.1941528,4.742630959,0.987580579,0.878056532,V(6.36741833049006,0.004782155, -7.34832677972184),467.68399,7.780682964,9.781675031,-63.60917763,139.8183185,374.7192268,20.90026733,95.18045044,6.454899383,7.763517409,20.78902018,7.763517409
76.70000007,787.5625017,98.59072113,98.59072113,98.60773468,173.1022644,173.1113586,4.742630959,0.987653609,0.878738415,V(6.36493708189058,0.004631401, -7.34910754292865),467.7707161,7.700887308,9.781841984,-64.38772162,139.8159331,374.8849969,20.89568121,95.15674591,6.457770868,7.683651978,20.86807191,7.683651978
76.78000007,782.3879695,98.54302216,98.54302216,98.56003571,173.0187836,173.0276184,4.742630959,0.98772753,0.879429032,V(6.36547783601164,0.004484629, -7.34934121641202),467.858339,7.621091043,9.782010968,-65.16624357,139.8135143,375.0528641,20.89104371,95.13275528,6.460686171,7.603768044,20.94716366,7.603768044
76.86000007,777.151315,98.49477386,98.49477386,98.51177979,172.9343262,172.9429016,4.742630959,0.987802339,0.880128384,V(6.36670150584938,0.004339711, -7.3505795000484),467.949457,7.541241457,9.782181985,-65.94568859,139.8114904,375.2239056,20.88635524,95.10849762,6.463643601,7.523864006,21.02630049,7.523864006
76.94000007,771.8522849,98.44599152,98.44599152,98.46298218,172.8489075,172.8572388,4.742630959,0.98787804,0.880836545,V(6.36670930350221,0.00418795, -7.34956294935611),468.0388443,7.461467648,9.782355036,-66.72370383,139.8087729,375.3952928,20.88161053,95.08396149,6.466620427,7.444002261,21.10530784,7.444002261
77.02000007,766.4910114,98.39664459,98.39664459,98.41362762,172.7625275,172.7705994,4.742630959,0.987954629,0.881553516,V(6.36724938385104,0.004041432, -7.34881447620937),468.1295567,7.381652964,9.782530118,-67.50245941,139.8063891,375.5697399,20.87681522,95.05915833,6.469632662,7.364142335,21.18430647,7.364142335
77.10000007,761.0673664,98.34675598,98.34675598,98.36373138,172.6751862,172.6829987,4.742630959,0.988032108,0.882279297,V(6.36779998011091,0.003893002, -7.34842086976118),468.2215439,7.30183455,9.782707233,-68.28120356,139.8039508,375.7462214,20.87196774,95.03407669,6.472690907,7.284253361,21.26336858,7.284253361
77.18000007,755.5814329,98.29632568,98.29632568,98.31329346,172.5868988,172.5944519,4.742630959,0.988110478,0.883013887,V(6.36673856627509,0.003741592, -7.34926793661385),468.3143906,7.222024163,9.782886383,-69.05977035,139.8014069,375.9245799,20.86706697,95.00872803,6.475781556,7.204373212,21.3424002,7.204373212
77.26000007,750.0333369,98.24536133,98.24536133,98.26230621,172.4976349,172.5049438,4.742630959,0.988189736,0.883757363,V(6.36597922528888,0.003591148, -7.34867706320542),468.4096876,7.14218845,9.783067563,-69.83879879,139.7990697,376.105626,20.86211488,94.98310471,6.478927359,7.124449414,21.42155318,7.124449414
